wage,weducation,heducation,nrofchildrenborn,wreligion,wworking,hoccupation,standardofliving,mediaexposure,contraceptivemethodused
s2_27_33,s1_below_1,s1_below_1,s4_4_6,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s2_27_33,s2_1_2,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s4_3_up,s5_6_up,s1_below_0,s2_0_up,s2_1_2,s2_1_2,s2_0_up,s1_below_1
s1_below_27,s2_1_2,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s4_3_up,s2_1_2,s2_0_up,s1_below_0,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s2_1_2,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s1_below_1,s2_1_2,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s2_1_2,s2_0_up,s2_0_up,s3_2_3,s1_below_1,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s1_below_1,s1_below_0,s1_below_1
s2_27_33,s3_2_3,s4_3_up,s1_below_1,s2_0_up,s1_below_0,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s3_2_3,s3_2_4,s2_0_up,s1_below_0,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s3_2_3,s1_below_1,s1_below_0,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s2_1_2,s1_below_1,s2_0_up,s1_below_0,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s3_2_3,s4_4_6,s2_0_up,s2_0_up,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s3_2_3,s5_6_up,s2_0_up,s2_0_up,s3_2_3,s1_below_1,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s4_3_up,s2_1_2,s2_0_up,s1_below_0,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s2_1_2,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s2_1_2,s5_6_up,s2_0_up,s1_below_0,s2_1_2,s3_2_3,s2_0_up,s1_below_1
s2_27_33,s3_2_3,s2_1_2,s3_2_4,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s2_0_up,s1_below_1
s2_27_33,s3_2_3,s3_2_3,s2_1_2,s2_0_up,s1_below_0,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s1_below_1,s2_1_2,s2_1_2,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s2_0_up,s1_below_1
s1_below_27,s1_below_1,s2_1_2,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s4_3_up,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s3_2_4,s2_0_up,s1_below_0,s1_below_1,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s3_2_3,s2_1_2,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s3_2_3,s2_0_up,s1_below_1
s4_39_up,s1_below_1,s4_3_up,s5_6_up,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s2_27_33,s3_2_3,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s3_2_3,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s2_0_up,s1_below_1
s1_below_27,s2_1_2,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s1_below_1,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s4_3_up,s1_below_1,s2_0_up,s1_below_0,s3_2_3,s1_below_1,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s1_below_1,s1_below_1,s4_4_6,s2_0_up,s1_below_0,s3_2_3,s1_below_1,s2_0_up,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s1_below_1,s2_0_up,s1_below_0,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s3_2_3,s4_4_6,s2_0_up,s1_below_0,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s3_2_3,s4_4_6,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s3_2_3,s3_2_4,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s1_below_1,s3_2_3,s1_below_0,s1_below_1
s2_27_33,s3_2_3,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s4_3_up,s4_3_up,s2_1_2,s1_below_0,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s4_3_up,s4_3_up,s2_1_2,s2_0_up,s1_below_0,s1_below_1,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s1_below_1,s2_1_2,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s2_1_2,s5_6_up,s2_0_up,s1_below_0,s2_1_2,s2_1_2,s2_0_up,s1_below_1
s3_33_39,s4_3_up,s4_3_up,s3_2_4,s1_below_0,s2_0_up,s1_below_1,s2_1_2,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s4_4_6,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s1_below_0,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s3_2_3,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s2_0_up,s1_below_1
s3_33_39,s4_3_up,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s4_3_up,s2_1_2,s1_below_0,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s2_1_2,s5_6_up,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s2_1_2,s2_1_2,s1_below_1,s2_0_up,s1_below_0,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s3_2_3,s1_below_1,s1_below_0,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s2_1_2,s5_6_up,s2_0_up,s1_below_0,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s3_2_3,s4_4_6,s2_0_up,s1_below_0,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s2_27_33,s3_2_3,s3_2_3,s3_2_4,s2_0_up,s1_below_0,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s2_27_33,s2_1_2,s4_3_up,s4_4_6,s2_0_up,s2_0_up,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s1_below_1,s3_2_3,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s4_3_up,s4_4_6,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s4_3_up,s5_6_up,s2_0_up,s1_below_0,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s3_2_3,s5_6_up,s2_0_up,s2_0_up,s3_2_3,s1_below_1,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s1_below_1,s4_4_6,s2_0_up,s1_below_0,s3_2_3,s1_below_1,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s3_2_3,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s1_below_1,s1_below_0,s1_below_1
s4_39_up,s2_1_2,s4_3_up,s4_4_6,s1_below_0,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s4_3_up,s2_1_2,s2_0_up,s1_below_0,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s4_3_up,s1_below_1,s1_below_0,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s4_39_up,s2_1_2,s1_below_1,s4_4_6,s1_below_0,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s4_3_up,s4_4_6,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s4_3_up,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s2_1_2,s3_2_3,s4_4_6,s2_0_up,s1_below_0,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s3_2_3,s1_below_1,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s3_2_3,s4_4_6,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s2_1_2,s4_3_up,s2_1_2,s2_0_up,s1_below_0,s4_3_up,s4_3_up,s2_0_up,s1_below_1
s4_39_up,s4_3_up,s4_3_up,s4_4_6,s1_below_0,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s1_below_0,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s1_below_1,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s3_33_39,s1_below_1,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s2_0_up,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s3_33_39,s4_3_up,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s2_1_2,s2_1_2,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s4_3_up,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s1_below_1,s3_2_3,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s4_3_up,s4_4_6,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s4_3_up,s5_6_up,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s4_3_up,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s3_2_4,s1_below_0,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s1_below_1,s2_1_2,s5_6_up,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s2_1_2,s1_below_1,s2_0_up,s1_below_0,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s1_below_0,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s2_1_2,s2_0_up,s1_below_0,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s2_1_2,s2_1_2,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s4_3_up,s4_4_6,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s3_2_3,s2_1_2,s2_0_up,s1_below_0,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s1_below_1,s4_3_up,s2_1_2,s2_0_up,s1_below_0,s3_2_3,s3_2_3,s2_0_up,s1_below_1
s4_39_up,s4_3_up,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s2_1_2,s1_below_1,s1_below_0,s1_below_0,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s3_2_3,s4_4_6,s1_below_0,s1_below_0,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s1_below_1,s4_3_up,s2_1_2,s2_0_up,s1_below_0,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s2_27_33,s3_2_3,s3_2_3,s4_4_6,s2_0_up,s1_below_0,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s2_27_33,s2_1_2,s3_2_3,s3_2_4,s1_below_0,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s4_3_up,s4_3_up,s3_2_4,s1_below_0,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s1_below_1,s2_1_2,s2_0_up,s1_below_0,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s4_3_up,s2_1_2,s1_below_0,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s1_below_1,s3_2_3,s1_below_1,s2_0_up,s1_below_0,s3_2_3,s4_3_up,s2_0_up,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s1_below_1,s1_below_0,s2_0_up,s1_below_1,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s1_below_0,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s3_2_3,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s2_0_up,s1_below_1
s3_33_39,s4_3_up,s4_3_up,s2_1_2,s1_below_0,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s4_3_up,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s4_3_up,s1_below_1,s1_below_0,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s3_2_3,s4_3_up,s1_below_1,s1_below_0,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s1_below_1,s2_1_2,s1_below_1,s2_0_up,s1_below_0,s4_3_up,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s1_below_1,s2_1_2,s1_below_1,s2_0_up,s1_below_0,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s4_3_up,s4_3_up,s1_below_1,s1_below_0,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s1_below_0,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s2_1_2,s2_1_2,s5_6_up,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s2_0_up,s1_below_1
s3_33_39,s4_3_up,s3_2_3,s1_below_1,s1_below_0,s1_below_0,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s3_2_4,s2_0_up,s1_below_0,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s1_below_0,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s3_2_3,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s2_1_2,s1_below_1,s1_below_0,s1_below_1
s2_27_33,s2_1_2,s3_2_3,s3_2_4,s2_0_up,s1_below_0,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s3_2_3,s5_6_up,s2_0_up,s2_0_up,s4_3_up,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s1_below_0,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s4_3_up,s3_2_4,s1_below_0,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s1_below_1,s1_below_0,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s1_below_1,s1_below_0,s1_below_0,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s1_below_1,s2_1_2,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s2_1_2,s2_0_up,s1_below_1
s1_below_27,s2_1_2,s2_1_2,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s1_below_1,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s2_1_2,s2_1_2,s2_0_up,s2_0_up,s3_2_3,s1_below_1,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s2_1_2,s4_4_6,s2_0_up,s2_0_up,s3_2_3,s1_below_1,s2_0_up,s1_below_1
s1_below_27,s2_1_2,s2_1_2,s2_1_2,s2_0_up,s2_0_up,s3_2_3,s1_below_1,s2_0_up,s1_below_1
s2_27_33,s2_1_2,s2_1_2,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s1_below_1,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s3_2_3,s5_6_up,s2_0_up,s2_0_up,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s2_1_2,s1_below_1,s2_0_up,s1_below_0,s3_2_3,s2_1_2,s2_0_up,s1_below_1
s1_below_27,s2_1_2,s4_3_up,s2_1_2,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s2_1_2,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s1_below_1,s2_1_2,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s1_below_1,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s3_2_3,s3_2_4,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s1_below_1,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s2_1_2,s3_2_3,s2_1_2,s2_0_up,s1_below_0,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s3_2_3,s2_1_2,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s3_2_4,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s3_2_3,s3_2_4,s2_0_up,s1_below_0,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s3_2_3,s5_6_up,s2_0_up,s1_below_0,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s3_2_3,s4_4_6,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s3_2_3,s4_4_6,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s3_2_3,s3_2_4,s2_0_up,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s2_1_2,s1_below_0,s1_below_1
s3_33_39,s3_2_3,s4_3_up,s3_2_4,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s2_0_up,s1_below_1
s1_below_27,s3_2_3,s3_2_3,s2_1_2,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s4_39_up,s3_2_3,s3_2_3,s3_2_4,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s2_0_up,s1_below_1
s2_27_33,s2_1_2,s4_3_up,s4_4_6,s2_0_up,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s2_1_2,s3_2_3,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s2_1_2,s5_6_up,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s2_0_up,s1_below_1
s3_33_39,s3_2_3,s3_2_3,s4_4_6,s2_0_up,s2_0_up,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s4_3_up,s4_4_6,s1_below_0,s2_0_up,s2_1_2,s2_1_2,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s3_2_3,s2_1_2,s1_below_0,s1_below_0,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s1_below_1,s2_0_up,s1_below_0,s2_1_2,s1_below_1,s1_below_0,s1_below_1
s3_33_39,s2_1_2,s4_3_up,s4_4_6,s2_0_up,s2_0_up,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s3_33_39,s4_3_up,s4_3_up,s2_1_2,s2_0_up,s1_below_0,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s4_3_up,s4_3_up,s3_2_4,s2_0_up,s1_below_0,s1_below_1,s4_3_up,s2_0_up,s1_below_1
s1_below_27,s4_3_up,s4_3_up,s1_below_1,s1_below_0,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s2_1_2,s4_3_up,s1_below_1,s2_0_up,s1_below_0,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s2_1_2,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s1_below_0,s3_2_3,s3_2_3,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s4_4_6,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s4_3_up,s4_4_6,s2_0_up,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s1_below_27,s3_2_3,s3_2_3,s1_below_1,s2_0_up,s2_0_up,s3_2_3,s4_3_up,s1_below_0,s1_below_1
s2_27_33,s4_3_up,s4_3_up,s1_below_1,s2_0_up,s1_below_0,s2_1_2,s4_3_up,s1_below_0,s1_below_1
s3_33_39,s4_3_up,s4_3_up,s2_1_2,s1_below_0,s2_0_up,s1_below_1,s4_3_up,s1_below_0,s1_below_1
s4_39_up,s1_below_1,s3_2_3,s4_4_6,s2_0_up,s2_0_up,s2_1_2,s4_3_up,s1_below_0,s1_below_1
